NCT Number,Study Results,Sex,Age,Study Type
NCT01866839,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04052139,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00062439,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00392379,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00354679,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00095979,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02015039,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00460239,YES,ALL,ADULT,INTERVENTIONAL
NCT00249379,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00576979,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT03648879,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01162239,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00360971,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02785939,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01003639,YES,ALL,ADULT,INTERVENTIONAL
NCT01187771,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00294671,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02017171,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01319539,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00513071,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00459979,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01307579,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02069379,YES,FEMALE,ADULT,INTERVENTIONAL
NCT01247571,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00847171,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00104871,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00054639,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00079339,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02721979,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01807871,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02487771,YES,FEMALE,"CHILD, ADULT",INTERVENTIONAL
NCT00477971,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02471339,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01116427,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00049504,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02203604,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01097304,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01557517,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02721017,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00548327,YES,ALL,ADULT,INTERVENTIONAL
NCT01904604,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01522404,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03456804,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00410904,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00524017,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00085917,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00511004,YES,ALL,ADULT,INTERVENTIONAL
NCT04034004,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01393717,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00403117,YES,ALL,ADULT,INTERVENTIONAL
NCT00049127,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00737204,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00395304,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00397904,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00778817,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02128217,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01187017,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00436904,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00335504,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03478904,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00118404,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00305227,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00105027,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00075504,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02780804,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT04273217,YES,ALL,ADULT,INTERVENTIONAL
NCT00106106,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02015104,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02282904,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03571204,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00764517,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00400517,YES,MALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00084617,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03452917,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00417417,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01157117,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01794117,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00118417,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00735917,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03278106,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00869206,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00047008,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00093808,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00499408,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02428309,YES,ALL,ADULT,INTERVENTIONAL
NCT01697709,YES,ALL,ADULT,INTERVENTIONAL
NCT00580606,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00611806,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03321006,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01294306,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02217527,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02578706,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01970527,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02353806,YES,FEMALE,ADULT,INTERVENTIONAL
NCT02110706,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01061606,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03350906,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02225106,YES,ALL,ADULT,INTERVENTIONAL
NCT04491006,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00394706,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03748706,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00947427,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01524627,YES,ALL,ADULT,INTERVENTIONAL
NCT00376506,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01918306,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01788306,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02502006,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01705106,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01041027,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00566852,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00976352,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01946152,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02852005,YES,ALL,ADULT,INTERVENTIONAL
NCT00006305,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00664105,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03873805,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00053352,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02971605,YES,ALL,ADULT,INTERVENTIONAL
NCT00133705,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00352105,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02420652,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02112552,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00345605,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00076752,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT04044352,YES,ALL,ADULT,INTERVENTIONAL
NCT00950352,YES,ALL,ADULT,INTERVENTIONAL
NCT00436852,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00626405,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00218426,YES,ALL,ADULT,INTERVENTIONAL
NCT01972152,YES,ALL,ADULT,INTERVENTIONAL
NCT01411852,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00089505,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02326805,YES,MALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01203852,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00234052,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00928252,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00691652,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00353652,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00834652,YES,ALL,ADULT,INTERVENTIONAL
NCT00365105,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00109005,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01618305,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03581305,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02509052,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00423852,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02030405,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04683926,YES,ALL,ADULT,INTERVENTIONAL
NCT02698826,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00981526,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00991939,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00617539,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00454571,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00910039,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00087139,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03067571,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00112671,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00794339,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00194779,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00947271,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04870671,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00962039,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02797171,YES,ALL,ADULT,INTERVENTIONAL
NCT00345371,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00490139,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02445339,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03910439,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00828139,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00098839,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00420771,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00711971,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02485639,YES,ALL,ADULT,INTERVENTIONAL
NCT00042939,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02229539,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02360371,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00033371,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00860171,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00234039,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01422239,YES,FEMALE,ADULT,INTERVENTIONAL
NCT01055171,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02169271,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01061671,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01988571,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00106171,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02513771,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02646982,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01282216,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04818216,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00528645,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03353220,YES,ALL,ADULT,INTERVENTIONAL
NCT02322320,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00524420,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00540982,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00462982,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00006916,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00177216,YES,ALL,ADULT,INTERVENTIONAL
NCT00313716,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00098371,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00205179,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03253679,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00300391,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04607291,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01755091,YES,ALL,ADULT,INTERVENTIONAL
NCT00098020,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00105482,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00075816,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03389893,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04753216,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00048893,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01802320,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04247282,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00459316,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00768716,YES,ALL,ADULT,INTERVENTIONAL
NCT03297216,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00251316,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01919216,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03579693,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01572493,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00700882,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02562482,YES,ALL,ADULT,INTERVENTIONAL
NCT00966693,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00602420,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00093782,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05280782,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00056316,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02818582,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00975416,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02636582,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01642082,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01440816,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03930745,YES,FEMALE,ADULT,INTERVENTIONAL
NCT04556552,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02153905,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00814463,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03204305,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00176605,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01111305,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00462605,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02249949,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00276549,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00721526,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00466752,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01154452,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02970552,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02137252,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00410605,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02179749,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01255163,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01118052,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01212952,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02709005,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00539305,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04350905,YES,ALL,ADULT,INTERVENTIONAL
NCT04969263,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00466505,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00824005,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00258349,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00719849,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00702949,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02960763,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00774163,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00458705,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01393405,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00145249,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02366663,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01331005,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00045305,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00955305,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00559949,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02927249,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01627249,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04408963,YES,ALL,ADULT,INTERVENTIONAL
NCT00483405,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00957905,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02968849,YES,ALL,ADULT,INTERVENTIONAL
NCT00450463,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05780463,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04413552,YES,ALL,ADULT,INTERVENTIONAL
NCT01167452,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00331552,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03047005,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00232505,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00115349,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00837252,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02706405,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00657605,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00783705,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00590863,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01265563,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00302952,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02900352,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00378352,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00636805,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01681849,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01075152,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01182805,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04280705,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00112905,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03395405,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00388349,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00001849,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01553149,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01369849,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02948426,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00270205,YES,ALL,ADULT,INTERVENTIONAL
NCT01532349,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00084149,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00087152,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00983749,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03049449,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00967005,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02166905,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00766649,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03269552,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02086552,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01843205,YES,ALL,ADULT,INTERVENTIONAL
NCT01886105,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02706249,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00158249,YES,ALL,ADULT,INTERVENTIONAL
NCT01099449,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01452152,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01076452,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00774852,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00279305,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01648452,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00127205,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01296152,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04163952,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00915005,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03803605,YES,ALL,ADULT,INTERVENTIONAL
NCT02714205,YES,FEMALE,ADULT,INTERVENTIONAL
NCT01111149,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00991952,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03480152,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01606852,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00118352,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01190449,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04047420,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03096782,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02770820,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00019682,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00873782,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00286182,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00864916,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01565616,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01620216,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03387020,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02721082,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01492582,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00003782,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
